90001,20636
90001,20637
90001,20641
90001,20642
90001,20643
90002,20612
90002,20613
90002,20617
90002,20618
90002,20619
90003,20648
90003,20649
90003,20653
90003,20654
90003,20655
90004,20600
90004,20601
90004,20605
90004,20606
90004,20607
90005,20624
90005,20625
90005,20629
90005,20630
90005,20631
90006,26390
90006,26391
90006,26397
90006,26398
90006,26399
90007,27671
90007,27672
90007,27678
90007,27679
90007,27680
90008,37774
90008,37775
90008,37781
90008,37782
90008,37783
90009,36627
90009,36628
90009,36634
90009,36635
90009,36636
90010,20734
90010,20735
90010,20736
90010,20737
90010,20744
90010,20745
90010,20746
90010,20747
90010,20748
90010,20749
90011,20686
90011,20687
90011,20688
90011,20689
90011,20696
90011,20697
90011,20698
90011,20699
90011,20700
90011,20701
90012,20758
90012,20759
90012,20760
90012,20761
90012,20768
90012,20769
90012,20770
90012,20771
90012,20772
90012,20773
90013,20662
90013,20663
90013,20664
90013,20665
90013,20672
90013,20673
90013,20674
90013,20675
90013,20676
90013,20677
90014,20710
90014,20711
90014,20712
90014,20713
90014,20720
90014,20721
90014,20722
90014,20723
90014,20724
90014,20725
90015,26887
90015,27054
90015,26888
90015,27055
90015,26894
90015,27061
90015,26895
90015,27062
90015,26896
90015,27063
90016,28172
90016,28339
90016,28173
90016,28340
90016,28179
90016,28346
90016,28180
90016,28347
90016,28181
90016,28348
90017,37267
90017,37268
90017,37269
90017,37270
90017,37281
90017,37282
90017,37283
90017,37284
90017,37285
90017,37286
90018,36120
90018,36121
90018,36122
90018,36123
90018,36134
90018,36135
90018,36136
90018,36137
90018,36138
90018,36139
90019,20854
90019,20855
90019,20856
90019,20857
90019,20864
90019,20865
90019,20866
90019,20867
90019,20868
90019,20869
90020,20806
90020,20807
90020,20808
90020,20809
90020,20816
90020,20817
90020,20818
90020,20819
90020,20820
90020,20821
90021,20878
90021,20879
90021,20880
90021,20881
90021,20888
90021,20889
90021,20890
90021,20891
90021,20892
90021,20893
90022,20782
90022,20783
90022,20784
90022,20785
90022,20792
90022,20793
90022,20794
90022,20795
90022,20796
90022,20797
90023,20830
90023,20831
90023,20832
90023,20833
90023,20840
90023,20841
90023,20842
90023,20843
90023,20844
90023,20845
90024,26093
90024,26260
90024,26094
90024,26261
90024,26100
90024,26267
90024,26101
90024,26268
90024,26102
90024,26269
90025,27239
90025,27419
90025,27240
90025,27420
90025,27246
90025,27426
90025,27247
90025,27427
90025,27248
90025,27428
90026,36927
90026,36928
90026,36929
90026,36930
90026,36941
90026,36942
90026,36943
90026,36944
90026,36945
90026,36946
90027,35755
90027,35756
90027,35757
90027,35758
90027,35769
90027,35770
90027,35771
90027,35772
90027,35773
90027,35774
90028,20974
90028,20975
90028,20976
90028,20977
90028,20984
90028,20985
90028,20986
90028,20987
90028,20988
90028,20989
90029,20926
90029,20927
90029,20928
90029,20929
90029,20936
90029,20937
90029,20938
90029,20939
90029,20940
90029,20941
90030,20998
90030,20999
90030,21000
90030,21001
90030,21008
90030,21009
90030,21010
90030,21011
90030,21012
90030,21013
90031,20902
90031,20903
90031,20904
90031,20905
90031,20912
90031,20913
90031,20914
90031,20915
90031,20916
90031,20917
90032,20950
90032,20951
90032,20952
90032,20953
90032,20960
90032,20961
90032,20962
90032,20963
90032,20964
90032,20965
90033,26547
90033,26714
90033,26548
90033,26715
90033,26554
90033,26721
90033,26555
90033,26722
90033,26556
90033,26723
90034,27828
90034,27999
90034,27829
90034,28000
90034,27835
90034,28006
90034,27836
90034,28007
90034,27837
90034,28008
90035,37613
90035,37614
90035,37615
90035,37616
90035,37627
90035,37628
90035,37629
90035,37630
90035,37631
90035,37632
90036,36466
90036,36467
90036,36468
90036,36469
90036,36480
90036,36481
90036,36482
90036,36483
90036,36484
90036,36485
90037,21199
90037,21283
90037,21284
90037,21285
90037,21286
90037,25121
90038,3994
90038,3993
90038,13350
90039,40655
90039,40656
90039,40657
90040,20508
90041,20509
90042,25312
90042,25313
90044,21345
90045,34820
90045,20491
90045,13771
90045,4711
90045,20090
90045,17586
90045,10866
90045,4710
90045,10869
90045,10873
90045,10870
90045,13316
90045,4704
90045,13772
90045,4706
90045,15868
90045,10868
90045,17584
90045,4708
90045,17585
90045,4715
90045,10871
90045,13773
90045,22121
90045,23353
90045,4712
90045,10874
90045,4707
90045,10875
90045,4713
90045,10877
90045,10876
90045,30070
90045,30068
90045,30071
90045,30069
90045,30072
90045,30073
90045,30074
90045,30075
90045,4709
90045,4714
90045,10872
90045,17583
90045,10867
90045,25732
90045,13774
90045,17829
90045,4705
90045,38886
90045,38884
90045,38883
90045,38885
90045,38890
90045,38887
90045,38889
90045,38888
90046,34934
90046,20492
90046,13787
90046,30082
90046,6039
90046,20091
90046,30083
90046,23354
90046,30084
90046,30080
90046,17599
90046,10878
90046,6041
90046,10881
90046,10885
90046,10882
90046,13356
90046,6036
90046,13788
90046,6037
90046,30085
90046,15869
90046,30078
90046,10880
90046,17597
90046,6040
90046,17598
90046,10883
90046,13789
90046,22122
90046,10886
90046,30081
90046,6042
90046,6035
90046,10887
